username,id,label,displayname,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,profileImageUrl,totalReplyCount,totalRetweetCount,totalLikeCount,totalQuoteCount,totalSource
nandyagrawal,2656629811,human,Nandini Agrawal,False,2014-07-18 12:10:58+00:00,23,104,6,43,0,1,,False,https://pbs.twimg.com/profile_images/1443995205175107584/vfQhYkgJ_normal.jpg,0,0,9,0,2
KKrishnaSwaroo1,2173318130,human,K Krishna Swaroop,False,2013-11-04 04:36:53+00:00,51,497,5,1740,0,0,Amsterdam ,False,https://pbs.twimg.com/profile_images/1202299285682810880/TczvGBJ5_normal.jpg,0,0,0,0,1
iuditg,88403351,human,Udit Goenka,True,2009-11-08 11:49:55+00:00,48341,7048,29984,18571,185,1422,"Mumbai, India",False,https://pbs.twimg.com/profile_images/1558125195616927744/59baPX-__normal.jpg,536,407,8650,55,4
CUHK_Eve,765284398187089920,human,Eve Dong,False,2016-08-15 20:29:53+00:00,0,1252,2,0,0,0,,True,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,0,0,0
JoshBrearley,184167912,human,Josh Brearley,False,2010-08-28 21:41:29+00:00,843,191,5402,8542,0,33,"England, United Kingdom",True,https://pbs.twimg.com/profile_images/1601018816674336770/GS657AAM_normal.jpg,0,0,0,0,0
DrAudreyT,985020698,human,Dr Audrey Tang,False,2012-12-02 17:16:05+00:00,1609,1188,11282,7494,86,4552,Buckinghamshire,False,https://pbs.twimg.com/profile_images/1594270265801904129/ZlDvT-8w_normal.jpg,14,93,196,12,2
jillianiles,109589477,human,Jillian D'Onfro,True,2010-01-29 15:38:55+00:00,9676,5325,9252,11340,467,1673,"San Francisco, CA",False,https://pbs.twimg.com/profile_images/1419786169454403585/bpO01pWx_normal.jpg,36,69,331,18,2
ConnectronicsRF,1402708270192730119,human,Connectronics,False,2021-06-09 19:25:25+00:00,35,139,62,1,0,56,"Edinburgh, Indiana",False,https://pbs.twimg.com/profile_images/1402708563374624768/TM5QEsha_normal.jpg,1,1,6,0,1
ZahraFakhraai,15255245,human,Zahra Fakhraai,False,2008-06-27 14:30:16+00:00,1542,1224,6011,21955,5,167,,False,https://pbs.twimg.com/profile_images/1393228845763997700/az0RHcpY_normal.jpg,72,21,480,4,2
fionaheather,111724165,human,Lady Heather 🇪🇺🟨🟥🟩3.5% #FBPE #RejoinEU 🕯,False,2010-02-05 23:23:10+00:00,9028,8990,25479,99552,6,379,wilpshire,False,https://pbs.twimg.com/profile_images/1114200711921848320/5RnRiVv__normal.jpg,19,5,154,0,2
taiyasaki,546427546,human,Andrea Tagliasacchi @ Vancouver,False,2012-04-06 01:34:23+00:00,8149,126,1488,3206,103,174,"Vancouver, Canada",False,https://pbs.twimg.com/profile_images/1299406877470588929/GD3LB_Xz_normal.jpg,90,134,1368,8,3
dietmarlboro,1195053067806429184,human,hmm,False,2019-11-14 18:57:16+00:00,3,2,0,32,0,0,,True,https://pbs.twimg.com/profile_images/1195057048326737921/-XWRXKy0_normal.jpg,0,0,0,0,0
londil,53017384,human,On (EU)ropean Security-Cooperation/Lundin,False,2009-07-02 09:20:49+00:00,52249,49888,96759,1951,582,4032,Gustavsberg Sweden,False,https://pbs.twimg.com/profile_images/1339433287618621442/gVGozSmB_normal.jpg,12,25,60,2,2
DariaSnark,1004046048980013057,human,Mirozen Dyson,False,2018-06-05 17:03:27+00:00,2,127,10,45,0,0,,False,https://pbs.twimg.com/profile_images/1004050879492829186/cUSmzmU1_normal.jpg,0,0,0,0,0
ineguerrero,54034504,human,Ines Guerrero,False,2009-07-05 23:02:59+00:00,725,1521,3212,4309,14,398,"London, England",False,https://pbs.twimg.com/profile_images/1265334958245269505/ZIHVP1kn_normal.jpg,34,6,50,0,2
PhD_NBB,3397663229,human,ColumbiaNeuroscience,False,2015-07-31 20:24:20+00:00,105,10,9,2,5,1,"New York, NY",False,https://pbs.twimg.com/profile_images/643863907183009792/bNsgRS9a_normal.jpg,0,0,2,0,1
BinanceFanToken,1448037218174443523,human,Binance Fan Token,False,2021-10-12 21:27:06+00:00,114352,73,863,568,138,409,,False,https://pbs.twimg.com/profile_images/1610124398257909762/SvgW9Ezs_normal.jpg,1439,1093,4818,59,3
EasyElectrophys,1371838131981447169,human,Easy Electrophysiology,False,2021-03-16 14:58:03+00:00,1311,1754,263,731,3,15,,False,https://pbs.twimg.com/profile_images/1371838412328730628/jR7kwweY_normal.jpg,58,120,1049,14,1
unescorcb,2509381254,human,RCB,False,2014-05-20 05:36:28+00:00,5024,123,782,122,18,276,"Faridabad, India",False,https://pbs.twimg.com/profile_images/898421362808635393/sSWtplsJ_normal.jpg,18,667,2053,35,4
isolatedstones,2571330897,human,jupiter,False,2014-05-30 00:20:26+00:00,1754,789,70150,20704,42,10817,they/he/she - 21 - wasian - bi,False,https://pbs.twimg.com/profile_images/1604200382019866626/DM56DRZs_normal.jpg,71,32,199,5,2
EnvMediaLab,1145412069866364928,human,EML,False,2019-06-30 19:21:32+00:00,2123,3679,2376,1188,12,77,,False,https://pbs.twimg.com/profile_images/1287830478800609281/nhKMNLyj_normal.jpg,34,266,674,47,3
smolix,14986849,human,@smolix@sigmoid.social 🇺🇦,False,2008-06-02 23:54:12+00:00,19851,115,1143,753,491,354,"Palo Alto, CA",False,https://pbs.twimg.com/profile_images/1168185464420892672/nxFMdN95_normal.jpg,78,131,1333,9,3
elenanlp,2272426664,human,Elena,False,2014-01-02 03:37:17+00:00,72,1030,0,49,0,0,,False,https://pbs.twimg.com/profile_images/1516338537490173957/Hs1JfHcg_normal.jpg,0,0,0,0,0
JohnRichmond1,36258301,human,John Cotton Richmond,False,2009-04-29 02:23:42+00:00,3799,772,3763,2464,77,635,"Vienna, Virginia",False,https://pbs.twimg.com/profile_images/477529709605965825/7ROh8S_y_normal.jpeg,37,232,814,26,3
TheAgnidev,209472553,human,Agnidev Chatterjee,False,2010-10-29 07:51:18+00:00,7324,199,8107,1109,19,1309,"Kolkata,India.",False,https://pbs.twimg.com/profile_images/1530072625019379713/XABimuaj_normal.jpg,19,30,439,8,1
SagarGo91151345,1420688128986128384,human,Sagar Gowda,False,2021-07-29 10:10:33+00:00,15,152,5,3,0,1,,False,https://pbs.twimg.com/profile_images/1439205561338261506/rTpR78Pq_normal.jpg,0,0,0,0,1
m0rpholino,1431258714917462019,bot,Greg,False,2021-08-27 14:15:12+00:00,24,315,141,1332,0,23,,False,https://pbs.twimg.com/profile_images/1579032292579807232/DSNZIaUA_normal.jpg,60,3,61,1,2
2minStudio,1480543395558744069,human,2Min Studio,False,2022-01-10 14:13:56+00:00,2,18,23,21,0,3,,False,https://pbs.twimg.com/profile_images/1480543895326904321/kZ-n1UvP_normal.jpg,1,0,5,0,2
xaviercompanyo,235751756,human,Xavier Companyó,False,2011-01-09 00:46:56+00:00,613,469,409,3212,9,19,Barcelona,False,https://pbs.twimg.com/profile_images/1487848914527084547/6olXFAPM_normal.jpg,8,69,343,7,2
MYANC,18759465,human,African National Congress #ANC111,True,2009-01-08 09:53:04+00:00,1125331,8296,66124,4037,1395,21182,South Africa,False,https://pbs.twimg.com/profile_images/1602903961094193152/TFlJ5EDR_normal.jpg,3807,4071,16110,918,3
PeterBo49858290,1034272792676421632,bot,Peter Bond,False,2018-08-28 02:53:44+00:00,2355,4920,87646,13124,1,246,"Port Fairy, Victoria Australia",False,https://pbs.twimg.com/profile_images/1527527987239075840/bk-NToId_normal.jpg,47,366,1080,18,4
June_1ch,4688688218,human,Junichi Ushiyama／牛山 潤一,False,2016-01-01 10:31:05+00:00,1165,205,1124,1334,8,60,,False,https://pbs.twimg.com/profile_images/682873879174369280/A5V59Ot6_normal.jpg,51,105,911,13,1
Dorothy_Xu,140658895,bot,Dorothy Xu,False,2010-05-06 02:48:33+00:00,4,85,240,2,0,5,"Canberra, Australia",True,https://pbs.twimg.com/profile_images/1740473796/flowers_normal.jpg,0,0,0,0,0
ThiagoBurghi,789891110,bot,Thiago Burghi,False,2012-08-29 18:25:38+00:00,39,270,49,3797,1,2,"Cambridge, England",False,https://pbs.twimg.com/profile_images/1339210359354372096/FZwK0Zpa_normal.jpg,26,10,398,2,2
tylerlaib24,1426751719896141825,human,Tyler Laib,False,2021-08-15 03:45:05+00:00,3,23,1,1,0,0,"Milwaukee, WI",False,https://pbs.twimg.com/profile_images/1435982690277277701/z_D0gpJ7_normal.jpg,0,0,1,0,1
EdWhiting1,613173206,human,Ed Whiting,False,2012-06-20 05:54:30+00:00,6012,2907,10099,44563,89,685,"Hebden Bridge, England",False,https://pbs.twimg.com/profile_images/1576646740626784262/zChh6D___normal.jpg,84,47,921,10,2
rosegaelle,107196001,human,Rose-Gaëlle,False,2010-01-21 20:32:44+00:00,675,1972,2924,12959,50,659,"New York, NY",False,https://pbs.twimg.com/profile_images/676467610192580608/cPb3R1br_normal.jpg,28,8,194,1,3
Survivor00600,1213756290679238656,human,همه چی دان,False,2020-01-05 09:37:13+00:00,22639,7330,39299,78007,13,539,,False,https://pbs.twimg.com/profile_images/1610576350439702529/LEFuaspD_normal.jpg,48,53,584,0,1
YeleSowore,1051795722,human,Omoyele Sowore,True,2013-01-01 04:27:23+00:00,849561,71345,43687,134,346,2498,Nigeria,False,https://pbs.twimg.com/profile_images/1506900426502905858/dhIhqNzt_normal.jpg,10527,12665,38170,1444,2
anshulxyz,2547648448,human,Anshul,False,2014-05-14 15:54:38+00:00,362,270,892,18002,11,225,,False,https://pbs.twimg.com/profile_images/1591772451221823488/P5HlWV_0_normal.jpg,81,8,230,3,3
JAppliedStats,907955678769065984,human,Journal of Applied Statistics,False,2017-09-13 13:14:37+00:00,2162,3562,302,612,21,33,,False,https://pbs.twimg.com/profile_images/1308743026546741250/D06WqDZo_normal.jpg,5,216,296,20,4
DD_Jessica_,2541047887,human,jessica🃏,False,2014-06-02 08:33:09+00:00,12641,8532,60478,26540,266,18,Australia,False,https://pbs.twimg.com/profile_images/863231430712672260/weKWY1BH_normal.jpg,1,57,178,4,2
sid_behera,559867489,bot,Siddharth Behera,False,2012-04-21 21:05:44+00:00,175,383,179,7,3,22,"Gurgaon, India",True,https://pbs.twimg.com/profile_images/472010396052619264/SPC2LHq0_normal.jpeg,0,0,0,0,0
SirimanneVajira,1031846051710418945,bot,Vajira Sirimanne,False,2018-08-21 10:10:44+00:00,385,1446,1165,1579,1,170,""".Thalgasmote -Veyangoda.",False,https://pbs.twimg.com/profile_images/1389579525554532352/3IDkh8PT_normal.jpg,2,1,85,0,4
kdd_lab,2974453288,human,KDD Lab Pisa,False,2015-01-12 10:26:14+00:00,731,154,2292,2,48,111,,False,https://pbs.twimg.com/profile_images/595328298453999617/YqJobJeU_normal.png,5,197,340,7,4
DremTGI,175743717,human,dRem,False,2010-08-07 13:42:16+00:00,790654,549695,13453,115398,1055,3419,Witness protection program ,False,https://pbs.twimg.com/profile_images/1379138151625723909/MvdypkVC_normal.jpg,13,12,165,0,1
neda66640696,862157084795650048,human,uhda,False,2017-05-10 04:07:21+00:00,1,177,17,916,0,0,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,2,0,1
theonlylonely01,715841701005406208,human,Dark kitty,False,2016-04-01 10:02:16+00:00,746,575,17093,50364,1,352,USA,False,https://pbs.twimg.com/profile_images/1413959063294070787/PgEUNnt__normal.jpg,95,109,1274,3,1
ITIFdc,161913667,human,ITIF,True,2010-07-02 03:21:38+00:00,22012,2802,34767,1082,679,2499,"Washington, DC",False,https://pbs.twimg.com/profile_images/875727942143397888/RnB7pG3Q_normal.jpg,2,104,144,1,1
Becky686280251,1464604007968776195,bot,Becky,False,2021-11-27 14:36:21+00:00,184,5628,0,0,1,0,,False,https://pbs.twimg.com/profile_images/1471176779268247554/RBIxCBPE_normal.jpg,0,0,0,0,0
Dutchcowboy,794801,human,M. Lens-FitzGerald,False,2007-02-26 08:10:55+00:00,6964,5269,46637,8158,392,1669,Amsterdam,False,https://pbs.twimg.com/profile_images/953226812737425408/yI9TYGaz_normal.jpg,47,3,72,0,3
satyanadella,20571756,human,Satya Nadella,True,2009-02-11 04:45:34+00:00,2919891,279,1545,370,9739,104,,False,https://pbs.twimg.com/profile_images/1221837516816306177/_Ld4un5A_normal.jpg,9246,29988,275481,4238,2
akglcagri,856558342466097157,bot,Çağrı Akgül,False,2017-04-24 17:19:57+00:00,27,352,3,251,0,1,,True,https://pbs.twimg.com/profile_images/1386339998606282753/h5D0oZYp_normal.jpg,0,0,0,0,0
Salin35224733,1457945244700315650,bot,Salin,False,2021-11-09 05:37:01+00:00,12,181,251,49,4,6,,False,https://pbs.twimg.com/profile_images/1459781026822037513/TJuVWzI9_normal.jpg,17,5,9,0,1
owensmith2016,753165526566899713,human,Owen Smith 2016,False,2016-07-13 09:53:49+00:00,9698,434,2164,19,63,953,,False,https://pbs.twimg.com/profile_images/753556569174990849/nCk_uyd5_normal.jpg,951,3448,4228,524,4
csfcsf5,1400724735005233152,bot,csfcsf,False,2021-06-04 08:03:09+00:00,2515,3053,9197,9689,3,872,,False,https://pbs.twimg.com/profile_images/1400725060646846467/GNHUjuJr_normal.jpg,21,7,111,1,1
AgnesCallamard,342181234,human,Agnes Callamard,True,2011-07-25 16:20:43+00:00,73250,2673,15995,7477,779,375,London,False,https://pbs.twimg.com/profile_images/637343170347401216/9L4msQC6_normal.jpg,1034,6427,13726,343,3
AKrisyani,1118067018035449856,bot,Amelia Krisyani,False,2019-04-16 08:22:04+00:00,3,19,1,0,0,1,"Dayeuh kolot,Bandung,Jawa Bara",False,https://pbs.twimg.com/profile_images/1118069059587731456/2sJw3Ga9_normal.jpg,0,0,0,0,0
Mindblo14881869,1227967807838662661,human,Mindblowing,False,2020-02-13 14:48:47+00:00,2952,2268,640,601,5,535,,False,https://pbs.twimg.com/profile_images/1227968264300613633/m1lehd_b_normal.jpg,31,621,1954,44,1
Samir92716647,1014795261598547968,human,Samir,False,2018-07-05 08:56:59+00:00,0,2,0,0,0,0,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,0,0,0
darryl_macleod,6958,human,Darryl MacLeod 🍁,False,2006-09-26 19:02:02+00:00,3750,4758,26701,11581,272,2347,"Cape Breton, Nova Scotia",False,https://pbs.twimg.com/profile_images/1549418049157185536/KDPuRqmj_normal.jpg,40,13,180,2,3
DHONIism,1727522635,human,DHONIsm™ ❤️,False,2013-09-04 03:52:58+00:00,1145249,7,7149,3879,69,3810,,False,https://pbs.twimg.com/profile_images/1541040519677186050/kbVl0FF2_normal.jpg,891,25943,348398,323,1
ryandcotterell,743696568939753475,human,Ryan David Cotterell,False,2016-06-17 06:47:34+00:00,7886,1312,7746,17896,100,283,Sihlikon Valley,False,https://pbs.twimg.com/profile_images/1581632096740978689/C4LjM2va_normal.jpg,90,42,612,2,2
UTGoodSystems,1041440667313078274,bot,Good Systems,False,2018-09-16 21:36:18+00:00,737,319,856,1057,6,221,"Austin, TX",False,https://pbs.twimg.com/profile_images/1041442046819545088/dj3NyowY_normal.jpg,24,192,511,30,2
TsungYiLinCV,1058105899607252992,human,Tsung-Yi Lin,False,2018-11-01 21:17:59+00:00,1667,245,54,572,17,1,,False,https://pbs.twimg.com/profile_images/1274139723989016576/4joIilRu_normal.jpg,49,71,1423,2,1
KimZetter,48511236,human,Kim Zetter,True,2009-06-18 22:16:35+00:00,92016,3072,39979,21164,2972,967,San Francisco,False,https://pbs.twimg.com/profile_images/614198046037929985/pbaYN7Fs_normal.jpg,192,567,1965,71,1
15f2e331c3ca4d3,2525007530,human,जय शिव,False,2014-05-26 13:12:20+00:00,713,4959,510,0,4,263,India ,True,https://pbs.twimg.com/profile_images/1604871170243035137/rkPOYwSw_normal.jpg,0,0,0,0,0
CesarESANTOSGA2,1374244618288644096,human,Cesar E. SANTOS GARNICA,False,2021-03-23 06:22:27+00:00,0,80,0,0,0,0,,False,https://pbs.twimg.com/profile_images/1374246224035975171/D2LfTEXq_normal.jpg,0,0,0,0,0
iaesteman,153518470,human,Darko Todorovski - IAESTEMAN,False,2010-06-08 19:33:27+00:00,342,176,3007,846,13,804,"San Francisco, CA",False,https://pbs.twimg.com/profile_images/999187153786617856/RJbBOpqR_normal.jpg,13,8,59,3,4
ederpetry,2188101931,human,Éder Ricardo Petry PhD,False,2013-11-11 10:14:20+00:00,612,2730,940,18566,1,37,"Hershey, Pennsylvania, USA",False,https://pbs.twimg.com/profile_images/1207817292718977029/pVqP3-Q__normal.jpg,21,2,190,1,2
CoinTitanic,1184578525455622150,human,AboGamil,False,2019-10-16 21:15:15+00:00,126,347,257,74,2,25,,False,https://pbs.twimg.com/profile_images/1557388619500998661/nW6LNnhf_normal.jpg,6,17,35,0,2
zhu13002635886,1401060252720590854,human,Zhu13002635886,False,2021-06-05 06:16:42+00:00,1502,1635,33,1273,0,9,,False,https://pbs.twimg.com/profile_images/1401060635606089735/w8rsC5E7_normal.jpg,4,3,65,0,1
applywithsanity,716361791471636480,human,Apply with Sanity,False,2016-04-02 20:28:55+00:00,141,307,934,618,0,16,"Houston, TX",False,https://pbs.twimg.com/profile_images/1221663572725506049/KkbHpiqG_normal.jpg,33,8,189,3,1
Vctor20785329,1360038191693201408,human,Víctor,False,2021-02-12 01:29:26+00:00,74,277,63830,73364,0,3,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1,0,6,0,1
rkatcher1,706222992343302146,human,rkatcher,False,2016-03-05 21:00:57+00:00,0,256,82,373,0,2,,True,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,0,0,0
VicSecretSales,56035283,human,VS Sales,False,2009-07-12 06:28:12+00:00,2500,3537,5904,0,86,0,"San Francisco, CA",False,https://pbs.twimg.com/profile_images/309549174/4b59f0db3fa03fa2b209f4b5ca3bbde6_normal.jpg,0,2,2,0,1
elonmusk,44196397,human,Elon Musk,True,2009-06-02 20:12:29+00:00,124635327,166,21955,16708,106913,1356,,False,https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg,523536,494513,6306680,66586,1
rabrazzak,47122016,human,Rab Razzak,False,2009-06-14 16:32:21+00:00,3248,3313,14347,50552,79,1433,"Cleveland, OH",False,https://pbs.twimg.com/profile_images/1312950508089421824/EEJA1AIJ_normal.jpg,63,83,597,7,2
Tracey92887673,1208175773091270656,bot,Tracey,False,2019-12-21 00:03:42+00:00,6,307,6,575,0,0,"Toronto, Ontario",False,https://pbs.twimg.com/profile_images/1342905280661762048/mu1x2kLm_normal.jpg,0,0,3,0,1
MelissaHerman4,469609215,human,Dr Melissa Herman,False,2012-01-20 19:51:07+00:00,3329,1996,7006,41293,14,461,BostonU/Georgetown/Scripps/UNC,False,https://pbs.twimg.com/profile_images/1272273457766686721/c68YdFKL_normal.jpg,74,12,1124,6,1
ElDopa_,1446520682154692611,human,Daniel F. Hill 🧠👨‍🔬,False,2021-10-08 17:00:05+00:00,46,247,7,76,0,0,,False,https://pbs.twimg.com/profile_images/1446529630450688005/nakVZKVl_normal.jpg,0,0,0,0,0
warmspringwinds,823727432,human,Daniil Pakhomov,False,2012-09-14 18:11:00+00:00,86,125,27,435,3,8,"Baltimore, MD",False,https://pbs.twimg.com/profile_images/1273388460414586880/AoE0j3E-_normal.jpg,10,4,15,0,4
SafemarsINU,1446132329114587143,human,SafemarsInu,False,2021-10-07 15:16:53+00:00,10815,54,268,160,2,98,METAMARS ,False,https://pbs.twimg.com/profile_images/1504847693755166724/DMpm3NEb_normal.jpg,1560,2434,3222,1537,2
Tavogarfio,384126992,human,Octa,False,2011-10-03 03:39:19+00:00,1265,1359,45003,143854,0,1772,Del mero norte donde si nieva!,False,https://pbs.twimg.com/profile_images/1592165274341474304/cvhNgnQQ_normal.jpg,9,3,85,0,2
NikhilJ26842108,1318847094778589185,human,Nikhil Jain,False,2020-10-21 09:30:37+00:00,30,2497,338,249,2,8,,False,https://pbs.twimg.com/profile_images/1318847370340151297/DGMnIiI__normal.jpg,16,1,47,0,1
DavMicRot,108977933,human,David Rothschild 🌻,True,2010-01-27 15:56:50+00:00,99831,111,57445,10114,1275,3107,"New York, NY",False,https://pbs.twimg.com/profile_images/671049754369888257/54JoZrei_normal.jpg,2442,2896,18258,277,3
tlcverge,1383617758508720130,bot,TLCVERGE,False,2021-04-18 03:06:12+00:00,948,2600,987,62,3,333,United States,False,https://pbs.twimg.com/profile_images/1473313704452235265/KP1mOGYQ_normal.jpg,0,1,3,0,2
kamathmeenakshi,104083325,human,Meenakshi Kamath,False,2010-01-12 05:50:23+00:00,29,131,54,75,0,0,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,1,3,0,2
CUHKMedicine,956840962713575424,human,CUHK Medicine,True,2018-01-26 10:47:17+00:00,34453,808,2323,2897,31,622,Hong Kong,False,https://pbs.twimg.com/profile_images/969431179962105856/qYyQOwDE_normal.jpg,226,1274,19748,109,3
cnl_salk,68071228,human,CNL Lab,False,2009-08-23 04:25:58+00:00,325,2,6,0,9,0,"La Jolla, CA, USA",False,https://pbs.twimg.com/profile_images/1017505433/crick-square_normal.png,0,0,0,0,1
musing_monica,1040432540,human,Monica,False,2012-12-27 19:50:15+00:00,25356,1513,18377,57420,66,1881,India,False,https://pbs.twimg.com/profile_images/1487066226165641219/E43lraww_normal.jpg,754,137,3365,43,1
PhiAgresti,713855504393617408,human,Agresti Jean-Phi,False,2016-03-26 22:29:49+00:00,3596,899,3315,10960,46,454,,False,https://pbs.twimg.com/profile_images/1573375234077609984/SV2xnAyT_normal.jpg,17,287,1583,9,1
sunk95,1483378056639258625,human,Sunil Kumar,False,2022-01-18 09:57:55+00:00,2,38,8,46,0,0,,False,https://pbs.twimg.com/profile_images/1483385913837297670/kLc0hpRe_normal.jpg,0,0,4,0,1
RushVelcsov,831279121,bot,RushVel,False,2012-09-18 15:24:15+00:00,34,361,469,1110,1,19,,False,https://pbs.twimg.com/profile_images/2623260997/atlas-higgs_normal.jpg,15,6,61,0,2
GaitiHasan,1011559160540876800,bot,FlyCalcium,False,2018-06-26 10:37:52+00:00,1277,110,1356,5965,4,51,"Bengaluru, India",False,https://pbs.twimg.com/profile_images/1011563144441786369/0D6DCxXH_normal.jpg,53,115,1490,14,3
Mo_Farah,83855918,human,Sir Mo Farah,True,2009-10-20 14:35:26+00:00,1446504,457,3813,549,3172,813,England London,False,https://pbs.twimg.com/profile_images/1311368432827465735/5E1DTglS_normal.jpg,4375,11416,133056,1997,3
nnamdiXY,340209989,human,Daniel Nzekwe,False,2011-07-22 09:42:43+00:00,495,453,14491,4855,7,48, World,False,https://pbs.twimg.com/profile_images/1260596498548641792/0yx9CrQW_normal.jpg,23,8,73,7,1
RTI_Innovation,25660512,human,RTI Innovation Advisors,False,2009-03-21 10:19:28+00:00,1379,1608,2618,1239,57,505,"RTP, NC + around the world",False,https://pbs.twimg.com/profile_images/1093615599199178753/oFpRdKOl_normal.jpg,0,17,69,4,2
patty75652629,4347594973,bot,patty,False,2015-11-24 18:21:43+00:00,0,1,0,0,0,0,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,0,0,0
zainverjeemedia,2381064942,human,Zain Verjee,False,2014-03-09 21:45:23+00:00,2583,1176,245,3,12,61,,False,https://pbs.twimg.com/profile_images/453057100617232384/BJDuMwhQ_normal.jpeg,45,348,157,1,4
alisonworks,759129401032253440,human,Alison Kinderfather,False,2016-07-29 20:52:08+00:00,175,1955,242,67,5,162,,False,https://pbs.twimg.com/profile_images/759131507176857600/slWo9-B3_normal.jpg,8,15,34,2,2
Twitter,783214,human,Twitter,True,2007-02-20 14:35:54+00:00,65178675,5,15048,6176,87297,2445,everywhere,False,https://pbs.twimg.com/profile_images/1488548719062654976/u6qfBBkF_normal.jpg,347874,396833,4346626,333336,4
scihubmirrors1,988405184421343232,human,Sci-Hub Mirrors,False,2018-04-23 13:12:14+00:00,3753,2,94,4,15,0,,False,https://pbs.twimg.com/profile_images/988425053942448129/OrhGV_XC_normal.jpg,29,436,715,21,2
Suuraj,45312366,human,Suraj Srinivas,False,2009-06-07 09:22:42+00:00,708,912,617,5751,13,22,"Cambridge, MA",False,https://pbs.twimg.com/profile_images/1559644151469248517/-dhCavcf_normal.jpg,77,54,678,9,3
_livryan__,1425659473838764034,bot,Liv,False,2021-08-12 03:25:12+00:00,1,8,7,0,0,1,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,1,0,1
uhsnayvid,1143024633114845185,human,Divyanshu,False,2019-06-24 05:14:43+00:00,469,1202,1756,69080,3,35,online,False,https://pbs.twimg.com/profile_images/1607547199495483394/pKTzB8k1_normal.jpg,37,3,331,2,1
LADYXEONA,115926128,human,⋆ ⋆ ⋆ ⋆ ⋆ ⭐ 𝓛𝓪𝓭𝔂 𝖃𝖊𝖔𝖓𝖆 ⭐ ⋆ ⋆ ⋆ ⋆ ⋆需要披萨 🛸,False,2010-02-20 13:26:24+00:00,2475,4226,3239,3867,20,1111,Earth 03/25/06 🌎🎠16x,False,https://pbs.twimg.com/profile_images/1531621753713315842/CBz270Db_normal.png,20,32,226,5,1
BodyBuilder0506,2294775613,human,BodyBuilder0506,False,2014-01-16 17:27:00+00:00,6450,6775,106368,1287,174,786,United Kingdom,False,https://pbs.twimg.com/profile_images/423871160103604224/laQ6nN3j_normal.png,0,2,23,0,1
AlbertoLusoli,88667624,human,Alberto Lusoli,False,2009-11-09 13:47:45+00:00,343,594,2121,885,38,296,"Vancouver, Canada",False,https://pbs.twimg.com/profile_images/925389472270708736/CfhlhEUh_normal.jpg,33,64,189,7,2
DandeeCandees,1484167143990120456,human,CandeesDandee,False,2022-01-20 14:13:46+00:00,4,75,70,578,0,4,,False,https://pbs.twimg.com/profile_images/1484167272323235844/ObMa3jDx_normal.jpg,2,0,7,0,1
CallMeMa2mou,145169990,bot,Ma’mou,False,2010-05-18 08:34:47+00:00,439,482,15229,11366,6,702,"Cairo, Egypt",False,https://pbs.twimg.com/profile_images/1590469781664288770/mGpu4oM-_normal.jpg,38,7,90,2,3
rg9119,148465548,human,Ron Garcia,False,2010-05-26 19:34:32+00:00,1819,429,4215,14630,46,364,,False,https://pbs.twimg.com/profile_images/487564770401210368/DIC26oA__normal.jpeg,69,37,323,0,2
Nickclose5,1304728654707122176,human,Ragnar Le Viking,False,2020-09-12 10:29:36+00:00,2049,1958,6850,1502,1,414,"Normandie, France",False,https://pbs.twimg.com/profile_images/1437408823413719046/hQnD5iGf_normal.jpg,22,33,274,0,1
gibbulloch,500133474,bot,Gib Bulloch,False,2012-02-22 20:50:32+00:00,4949,2119,7564,4013,163,673,Geneva,False,https://pbs.twimg.com/profile_images/781967781382217728/hPYI--RN_normal.jpg,22,43,213,6,1
ALkhALeeFA,148390293,human,خليفة بن سالم المنصوري,False,2010-05-26 15:38:26+00:00,4957,1134,15079,26999,7,968,"Abu Dhabi, United Arab Emirate",False,https://pbs.twimg.com/profile_images/1488909774091653123/oWGJTU4y_normal.jpg,62,62,225,2,2
UAB_GBS,834088100,human,UAB GBS,False,2012-09-19 20:35:00+00:00,611,234,392,166,7,107,Univ. of Alabama at Birmingham,False,https://pbs.twimg.com/profile_images/1286426867365556224/4n5RwtDf_normal.jpg,4,100,374,16,4
Pawan__Bansal,1450026965654597636,human,Pawan Bansal,False,2021-10-18 09:12:47+00:00,4,12,6,71,0,1,,False,https://pbs.twimg.com/profile_images/1482390673718657027/TtFfWHA5_normal.jpg,0,0,2,0,1
getShowHQ,1387744160757686272,bot,Show,False,2021-04-29 12:23:05+00:00,281,976,517,150,4,199,San Francisco,False,https://pbs.twimg.com/profile_images/1387744301493350403/Mc6pdoc8_normal.png,79,2,14,1,1
